departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO LAS VEGAS ENVIGADO,TERPEL,CALLE 25 SUR No. 48-210,GASOLINA EXTRA OXIGENADA,11300,1,2018-05-03T00:00:00.000
76,valle del cauca,76834,TULUA,ESTACION DE SERVICIO TEXACO 26 TULUA,TEXACO,CALLE 27 No. 30-01,BIODIESEL EXTRA,8485,1,2018-05-03T00:00:00.000
5,antioquia,5101,CIUDAD BOLIVAR,ESTACION DE SERVICIO COTRACIBOL,ZEUSS,Calle 49 No 44-74,BIODIESEL EXTRA,8820,1,2018-05-03T00:00:00.000
5,antioquia,5088,BELLO,ESTACION DE SERVICIO SAN FELIX,ZEUSS,CORREGIMIENTO SAN FELIX. KILOMETRO 8 VIA MEDELLIN - SAN PEDRO,GASOLINA EXTRA OXIGENADA,11647,1,2018-05-03T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO EL MULERO,MOBIL,VIA ALTERNA E INTERNA KILOMETRO 13 BARRIO CARLOS OLMES,GASOLINA CORRIENTE OXIGENADA,8990,1,2018-05-03T00:00:00.000
76,valle del cauca,76306,GINEBRA,EDS TERPEL SABALETAS,TERPEL,CORREGIMIENTO SABALETAS SOBRE VIA PANAMERICANA,BIODIESEL EXTRA,8060,1,2018-05-03T00:00:00.000
5,antioquia,5579,PUERTO BERRIO,ESTACION DE SERVICIO DISTRACOM LA MAGDALENA,BIOMAX,CARRERA 7 NO. 43-29,BIODIESEL EXTRA,8090,1,2018-05-03T00:00:00.000
5,antioquia,5212,COPACABANA,EDS NUEVA COPACABANA,ZEUSS,CALLE 59 No.42-211,GASOLINA EXTRA OXIGENADA,11400,1,2018-05-03T00:00:00.000
76,valle del cauca,76736,SEVILLA,ESTACION DE SERVICIO BOMBEROS,TERPEL,CARRERA 51 N° 47-43,GASOLINA CORRIENTE OXIGENADA,9260,1,2018-05-03T00:00:00.000
5,antioquia,5045,APARTADO,ZEUSS APARTADO,ZEUSS,CALLE 100 No. 94A - 92,GASOLINA CORRIENTE OXIGENADA,9240,1,2018-05-03T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS INVERSIONES TERPEL JUNIN,TERPEL,DIAGONAL 23 No. 12-25,GASOLINA CORRIENTE OXIGENADA,9040,1,2018-05-03T00:00:00.000
5,antioquia,5736,SEGOVIA,ESTACION DE SERVICIO FRAGUA,TERPEL,CARRERA 10 No 10-82,GASOLINA CORRIENTE OXIGENADA,9800,1,2018-05-03T00:00:00.000
5,antioquia,5088,BELLO,EDS LA GRANJA,TEXACO,VEREDA CUARTAS,GASOLINA CORRIENTE OXIGENADA,9190,1,2018-05-03T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVICENTRO PORTADA AL MAR,MOBIL,AVENIDA 4 OESTE No. 7-10,GASOLINA EXTRA OXIGENADA,12280,1,2018-05-03T00:00:00.000
5,antioquia,5674,SAN VICENTE,ESTACION DE SERVICIO SAN VICENTE ZAPATA,ZEUSS,CALLE 35 No. 35-120,BIODIESEL EXTRA,8550,1,2018-05-03T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO PARQUE SAN CRISTOBAL,TERPEL,CALLE 61 No. 129 A-31,GASOLINA CORRIENTE OXIGENADA,9024,1,2018-05-03T00:00:00.000
5,antioquia,5360,ITAGUI,EDS TERPEL SAN FRANCISCO,TERPEL,CRA 64 No. 34 - 355,BIODIESEL EXTRA,8340,1,2018-05-03T00:00:00.000
5,antioquia,5697,SANTUARIO,ESTACION DE SERVICIO ALTO BONITO,TERPEL,VEREDA VALLE MARIA,GASOLINA EXTRA OXIGENADA,12000,1,2018-05-03T00:00:00.000
5,antioquia,5360,ITAGUI,ZEUSS DOÑA MARIA,ZEUSS,CARRERA 52 No. 63-04,GASOLINA CORRIENTE OXIGENADA,8820,1,2018-05-03T00:00:00.000
5,antioquia,5315,GUADALUPE,ESTACION DE SERVICIO ECOMSERVICIOS EAT,ZEUSS,VEREDA PUENTE ACACIAS,BIODIESEL EXTRA,8770,1,2018-05-03T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL BELALCAZAR,TERPEL,CARRERA 17B No. 23-31,GASOLINA CORRIENTE OXIGENADA,8610,1,2018-05-03T00:00:00.000
5,antioquia,5679,SANTA BARBARA,CENTRO DE SERVICIOS ESTACION VERSALLES,TERPEL,CARRERA 10 No. 12-115,BIODIESEL EXTRA,8372,1,2018-05-03T00:00:00.000
5,antioquia,5197,COCORNA,ESTACION DE SERVICIOS LUZ,ZEUSS,CALLE 22 No. 23-13 P1,BIODIESEL EXTRA,8446,1,2018-05-03T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO EL DIAMANTE,TERPEL,Carrera 29 No. 39A-35,GASOLINA CORRIENTE OXIGENADA,9152,1,2018-05-03T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO AUTOMOTRIZ SANTA MARIA DE LOS ANGELES,ESSO,CARRERA 43A No. 17SUR-35,GASOLINA CORRIENTE OXIGENADA,9250,1,2018-05-03T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS TEXACO IMBANACO No 17,TEXACO,CALLE 5 No. 38D-154,GASOLINA CORRIENTE OXIGENADA,11910,1,2018-05-03T00:00:00.000
5,antioquia,5120,CACERES,ESTACION DE SERVICIO RIO MAN,PETROMIL,VEREDA RIO MAN CORREGIMIENTO GUARUMO,BIODIESEL EXTRA,7970,1,2018-05-03T00:00:00.000
5,antioquia,5615,CANON DE RIO CLARO,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL JMC,TEXACO,K1 Glorieta Aeropuerto,GASOLINA EXTRA OXIGENADA,11890,1,2018-05-03T00:00:00.000
5,antioquia,5425,MACEO,ESTACION DE SERVICIO DISTRACOM MACEO,ZEUSS,CALLE 27 No 31-37,BIODIESEL EXTRA,8580,1,2018-05-03T00:00:00.000
5,antioquia,5360,ITAGUI,ZEUSS DOÑA MARIA,ZEUSS,CARRERA 52 No. 63-04,BIODIESEL EXTRA,8280,1,2018-05-03T00:00:00.000
76,valle del cauca,76036,ANDALUCIA,ESTACION DE SERVICIO TERPEL ANDALUCIA 2,TERPEL,CARRERA 14 No. 1-62,GASOLINA EXTRA OXIGENADA,11100,1,2018-05-03T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO LAS VEGAS ENVIGADO,TERPEL,CALLE 25 SUR No. 48-210,BIODIESEL EXTRA,8410,1,2018-05-03T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO SERVICENTRO SAN CARLOS,BIOMAX,CALLE 16  N  2-60,GASOLINA CORRIENTE OXIGENADA,8759,1,2018-05-03T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL LA 70,TEXACO,cra70#44-23,GASOLINA EXTRA OXIGENADA,9060,1,2018-05-03T00:00:00.000
5,antioquia,5045,APARTADO,ZEUSS APARTADO,ZEUSS,CALLE 100 No. 94A - 92,BIODIESEL EXTRA,8580,1,2018-05-03T00:00:00.000
76,valle del cauca,76670,SAN PEDRO,ESSO SAN PEDRO,MOBIL,KILOMETRO 14 AUTOPISTA BUGA - TULUA,GASOLINA CORRIENTE OXIGENADA,8810,1,2018-05-03T00:00:00.000
5,antioquia,5088,BELLO,ESTACION DE SERVICIO MOBIL LOS ANGELES,MOBIL,Calle 20E No. 45-39,GASOLINA CORRIENTE OXIGENADA,8990,1,2018-05-03T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO SERVICENTRO SAN CARLOS,BIOMAX,CALLE 16  N  2-60,BIODIESEL EXTRA,8319,1,2018-05-03T00:00:00.000
76,valle del cauca,76834,TULUA,ESSO EL PEDREGAL,MOBIL,Carrera 27 A No.40-390,GASOLINA EXTRA OXIGENADA,11870,1,2018-05-03T00:00:00.000
76,valle del cauca,76275,FLORIDA,ESTACION DE SERVICIO FLORIDA EU,BIOMAX,CRA 17 N° 6 - 10,BIODIESEL EXTRA,8550,1,2018-05-03T00:00:00.000
76,valle del cauca,76520,PALMIRA,CAUCASECO SA,ESSO,TEXACO KILOMETRO 1 RECTA CALI PALMIRA,BIODIESEL EXTRA,8494,1,2018-05-03T00:00:00.000
5,antioquia,5101,CIUDAD BOLIVAR,ESTACION DE SERVICIO COTRACIBOL,ZEUSS,Calle 49 No 44-74,GASOLINA CORRIENTE OXIGENADA,9480,1,2018-05-03T00:00:00.000
